date,hour,fw,bw
2016-09-28,22,483,573
2016-09-28,23,236,269
2016-09-29,00,56,85
2016-09-29,01,24,35
2016-09-29,02,18,36
2016-09-29,03,12,26
2016-09-29,04,20,37
2016-09-29,05,30,52
2016-09-29,06,91,95
2016-09-29,07,458,450
2016-09-29,08,864,840
2016-09-29,09,1540,1285
2016-09-29,10,2521,2192
2016-09-29,11,2618,2504
2016-09-29,12,2408,2224
2016-09-29,13,2360,2346
2016-09-29,14,2340,2254
2016-09-29,15,2617,2402
2016-09-29,16,2767,2548
2016-09-29,17,2651,2574
2016-09-29,18,2201,2243
2016-09-29,19,1289,1406
2016-09-29,20,689,841
2016-09-29,21,603,670
2016-09-29,22,567,688
2016-09-29,23,385,367
2016-09-30,00,89,169
2016-09-30,01,25,29
2016-09-30,02,20,42
2016-09-30,03,39,80
2016-09-30,04,16,33
2016-09-30,05,29,39
2016-09-30,06,77,68
2016-09-30,07,404,363
2016-09-30,08,806,667
2016-09-30,09,1311,1127
2016-09-30,10,2232,1764
2016-09-30,11,2520,2199
2016-09-30,12,2256,2186
2016-09-30,13,2122,2111
2016-09-30,14,2260,2250
2016-09-30,15,2478,2356
2016-09-30,16,2720,2501
2016-09-30,17,2517,2465
2016-09-30,18,2163,2142
2016-09-30,19,1533,1604
2016-09-30,20,937,1066
2016-09-30,21,873,987
2016-09-30,22,937,1027
2016-09-30,23,762,877
2016-10-01,00,285,371
2016-10-01,01,96,189
2016-10-01,02,53,107
2016-10-01,03,29,85
2016-10-01,04,24,42
2016-10-01,05,37,65
2016-10-01,06,140,270
2016-10-01,07,372,311
2016-10-01,08,648,555
2016-10-01,09,1855,1752
2016-10-01,10,3832,3359
2016-10-01,11,4075,3554
2016-10-01,12,3831,3486
2016-10-01,13,2820,2694
2016-10-01,14,3365,3357
2016-10-01,15,4483,4098
2016-10-01,16,4720,4420
2016-10-01,17,3478,3135
2016-10-01,18,2269,2394
2016-10-01,19,1582,2098
2016-10-01,20,992,1039
2016-10-01,21,871,803
2016-10-01,22,921,1013
2016-10-01,23,886,979
2016-10-02,00,235,438
2016-10-02,01,147,441
2016-10-02,02,54,228
2016-10-02,03,66,223
2016-10-02,04,43,150
2016-10-02,05,19,36
2016-10-02,06,51,48
2016-10-02,07,137,149
2016-10-02,08,366,282
2016-10-02,09,1296,1040
2016-10-02,10,2958,2657
2016-10-02,11,3653,3333
2016-10-02,12,3305,3153
2016-10-02,13,2343,2128
2016-10-02,14,2699,2578
2016-10-02,15,4370,3866
2016-10-02,16,5723,4867
2016-10-02,17,5370,5064
2016-10-02,18,4345,4107
2016-10-02,19,2322,2376
2016-10-02,20,1051,1219
2016-10-02,21,661,838
2016-10-02,22,460,584
2016-10-02,23,216,304
2016-10-03,00,116,215
2016-10-03,01,78,215
2016-10-03,02,363,477
2016-10-03,03,447,552
2016-10-03,04,480,548
2016-10-03,05,347,482
2016-10-03,06,411,510
2016-10-03,07,492,454
2016-10-03,08,750,681
2016-10-03,09,1194,1023
2016-10-03,10,2015,1785
2016-10-03,11,2264,2114
2016-10-03,12,2153,2018
2016-10-03,13,2133,2016
2016-10-03,14,2318,2063
2016-10-03,15,2644,2523
2016-10-03,16,2621,2618
2016-10-03,17,2388,2304
2016-10-03,18,2110,2046
2016-10-03,19,1295,1483
2016-10-03,20,541,651
2016-10-03,21,388,515
2016-10-03,22,242,298
2016-10-03,23,143,190
2016-10-04,00,53,114
2016-10-04,01,31,83
2016-10-04,02,28,64
2016-10-04,03,26,71
2016-10-04,04,57,108
2016-10-04,05,90,132
2016-10-04,06,121,157
2016-10-04,07,388,349
2016-10-04,08,755,620
2016-10-04,09,1215,1024
2016-10-04,10,2127,1800
2016-10-04,11,2518,2381
2016-10-04,12,2503,2835
2016-10-04,13,2321,2265
2016-10-04,14,2161,1961
2016-10-04,15,2527,2311
2016-10-04,16,2616,2464
2016-10-04,17,2488,2541
2016-10-04,18,2155,2167
2016-10-04,19,1352,1404
2016-10-04,20,658,784
2016-10-04,21,391,524
2016-10-04,22,280,355
2016-10-04,23,191,257
2016-10-05,00,113,136
2016-10-05,01,28,52
2016-10-05,02,32,72
2016-10-05,03,23,69
2016-10-05,04,30,62
2016-10-05,05,42,99
2016-10-05,06,68,71
2016-10-05,07,396,339
2016-10-05,08,782,622
2016-10-05,09,1151,976
2016-10-05,10,1821,1565
2016-10-05,11,2599,2375
2016-10-05,12,2229,2452
2016-10-05,13,2219,2325
2016-10-05,14,2335,2181
2016-10-05,15,2838,2539
2016-10-05,16,2564,2718
2016-10-05,17,2233,2296
2016-10-05,18,1669,1833
2016-10-05,19,1063,1281
2016-10-05,20,772,867
2016-10-05,21,439,619
2016-10-05,22,353,509
2016-10-05,23,259,477
2016-10-06,00,277,450
2016-10-06,01,414,566
2016-10-06,02,368,432
2016-10-06,03,149,211
2016-10-06,04,120,166
2016-10-06,05,90,162
2016-10-06,06,141,154
2016-10-06,07,377,377
2016-10-06,08,732,651
2016-10-06,09,1044,897
2016-10-06,10,1730,1464
2016-10-06,11,2530,2066
2016-10-06,12,2011,1897
2016-10-06,13,2198,2182
2016-10-06,14,2151,1883
2016-10-06,15,2278,1973
2016-10-06,16,2423,2292
2016-10-06,17,2189,2139
2016-10-06,18,1860,1862
2016-10-06,19,1014,1166
2016-10-06,20,493,612
2016-10-06,21,308,340
2016-10-06,22,299,354
2016-10-06,23,146,224
2016-10-07,00,37,54
2016-10-07,01,35,79
2016-10-07,02,22,30
2016-10-07,03,11,33
2016-10-07,04,27,30
2016-10-07,05,33,44
2016-10-07,06,37,63
2016-10-07,07,250,187
2016-10-07,08,423,402
2016-10-07,09,732,705
2016-10-07,10,1141,987
2016-10-07,11,1311,1327
2016-10-07,12,1257,1363
2016-10-07,13,1241,1322
2016-10-07,14,1386,1395
2016-10-07,15,1583,1508
2016-10-07,16,1537,1593
2016-10-07,17,1450,1466
2016-10-07,18,1355,1371
2016-10-07,19,781,905
2016-10-07,20,429,509
2016-10-07,21,396,437
2016-10-07,22,354,462
2016-10-07,23,262,306
2016-10-08,00,91,92
2016-10-08,01,36,48
2016-10-08,02,10,25
2016-10-08,03,11,17
2016-10-08,04,9,17
2016-10-08,05,20,30
2016-10-08,06,28,34
2016-10-08,07,169,126
2016-10-08,08,344,316
2016-10-08,09,782,766
2016-10-08,10,1551,1461
2016-10-08,11,2098,2032
2016-10-08,12,2136,2443
2016-10-08,13,1753,2090
2016-10-08,14,2230,1910
2016-10-08,15,2718,2839
2016-10-08,16,3336,3392
2016-10-08,17,3031,3277
2016-10-08,18,2876,2851
2016-10-08,19,1693,1823
2016-10-08,20,728,779
2016-10-08,21,680,747
2016-10-08,22,660,668
2016-10-08,23,580,507
2016-10-09,00,310,342
2016-10-09,01,122,202
2016-10-09,02,88,147
2016-10-09,03,61,144
2016-10-09,04,71,118
2016-10-09,05,84,133
2016-10-09,06,80,152
2016-10-09,07,84,99
2016-10-09,08,197,207
2016-10-09,09,515,443
2016-10-09,10,1825,1127
2016-10-09,11,1549,1534
2016-10-09,12,1543,1476
2016-10-09,13,992,979
2016-10-09,14,1173,1029
2016-10-09,15,1487,1277
2016-10-09,16,1540,1509
2016-10-09,17,1197,1204
2016-10-09,18,781,853
2016-10-09,19,703,650
2016-10-09,20,344,374
2016-10-09,21,288,312
2016-10-09,22,76,182
2016-10-09,23,40,139
2016-10-10,00,22,131
2016-10-10,01,52,154
2016-10-10,02,41,112
2016-10-10,03,32,182
2016-10-10,04,33,188
2016-10-10,05,29,105
2016-10-10,06,37,96
2016-10-10,07,268,198
2016-10-10,08,376,382
2016-10-10,09,568,812
2016-10-10,10,1011,1024
2016-10-10,11,1364,1400
2016-10-10,12,1229,1154
2016-10-10,13,1427,1380
2016-10-10,14,1110,1118
2016-10-10,15,970,977
2016-10-10,16,1090,1071
2016-10-10,17,1045,1069
2016-10-10,18,837,745
2016-10-10,19,530,461
2016-10-10,20,201,211
2016-10-10,21,105,99
2016-10-10,22,65,68
2016-10-10,23,34,35
2016-10-11,00,12,19
2016-10-11,01,4,4
2016-07-01,00,449,549
2016-07-01,01,207,275
2016-07-01,02,95,137
2016-07-01,03,59,91
2016-07-01,04,49,78
2016-07-01,05,59,90
2016-07-01,06,77,103
2016-07-01,07,194,171
2016-07-01,08,473,446
2016-07-01,09,1384,1164
2016-07-01,10,2766,2477
2016-07-01,11,3806,3381
2016-07-01,12,3394,3097
2016-07-01,13,2480,2336
2016-07-01,14,2731,2568
2016-07-01,15,3875,3415
2016-07-01,16,4843,4262
2016-07-01,17,4751,4483
2016-07-01,18,3917,3855
2016-07-01,19,2640,2763
2016-07-01,20,1630,1695
2016-07-01,21,1546,1666
2016-07-01,22,1492,1603
2016-07-01,23,992,1177
2016-07-02,00,240,296
2016-07-02,01,117,171
2016-07-02,02,87,137
2016-07-02,03,69,118
2016-07-02,04,70,115
2016-07-02,05,97,145
2016-07-02,06,104,121
2016-07-02,07,333,343
2016-07-02,08,730,711
2016-07-02,09,1278,1184
2016-07-02,10,2267,2018
2016-07-02,11,2744,2511
2016-07-02,12,2555,2427
2016-07-02,13,2271,2242
2016-07-02,14,2226,2164
2016-07-02,15,2498,2361
2016-07-02,16,2722,2533
2016-07-02,17,2671,2562
2016-07-02,18,2382,2391
2016-07-02,19,1623,1697
2016-07-02,20,1007,1096
2016-07-02,21,951,1056
2016-07-02,22,878,981
2016-07-02,23,550,610
2016-11-03,00,17,13
2016-11-03,01,5,8
2016-11-03,02,2,1
2016-11-03,03,7,3
2016-11-03,04,6,3
2016-11-03,05,12,3
2016-11-03,06,21,15
2016-11-03,07,230,177
2016-11-03,08,351,349
2016-11-03,09,530,573
2016-11-03,10,896,912
2016-11-03,11,914,934
2016-11-03,12,854,884
2016-11-03,13,1144,1000
2016-11-03,14,1180,936
2016-11-03,15,930,815
2016-11-03,16,917,985
2016-11-03,17,819,801
2016-11-03,18,668,596
2016-11-03,19,356,302
2016-11-03,20,181,152
2016-11-03,21,106,110
2016-11-03,22,111,93
2016-11-03,23,61,46
2016-11-04,00,72,82
2016-11-04,01,87,113
2016-11-04,02,94,160
2016-11-04,03,39,48
2016-11-04,04,49,60
2016-11-04,05,36,22
2016-11-04,06,54,46
2016-11-04,07,233,191
2016-11-04,08,386,343
2016-11-04,09,584,551
2016-11-04,10,915,898
2016-11-04,11,904,1086
2016-11-04,12,736,810
2016-11-04,13,905,926
2016-11-04,14,893,942
2016-11-04,15,970,930
2016-11-04,16,1108,999
2016-11-04,17,915,850
2016-11-04,18,694,602
2016-11-04,19,504,374
2016-11-04,20,272,222
2016-11-04,21,209,211
2016-11-04,22,243,224
2016-11-04,23,191,204
2016-11-05,00,69,42
2016-11-05,01,11,20
2016-11-05,02,12,3
2016-11-05,03,8,1
2016-11-05,04,7,5
2016-11-05,05,7,2
2016-11-05,06,13,12
2016-11-05,07,117,90
2016-11-05,08,197,194
2016-11-05,09,468,447
2016-11-05,10,796,743
2016-11-05,11,824,799
2016-11-05,12,717,874
2016-11-05,13,635,708
2016-11-05,14,824,680
2016-11-05,15,1128,1209
2016-11-05,16,1368,1467
2016-11-05,17,1355,1428
2016-11-05,18,1159,1104
2016-11-05,19,582,634
2016-11-05,20,240,230
2016-11-05,21,223,197
2016-11-05,22,208,206
2016-11-05,23,246,223
2016-11-06,00,91,58
2016-11-06,01,88,85
2016-11-06,02,64,31
2016-11-06,03,39,25
2016-11-06,04,31,15
2016-11-06,05,21,26
2016-11-06,06,48,38
2016-11-06,07,44,48
2016-11-06,08,125,120
2016-11-06,09,352,348
2016-11-06,10,629,598
2016-11-06,11,926,811
2016-11-06,12,711,705
2016-11-06,13,515,486
2016-11-06,14,585,491
2016-11-06,15,704,689
2016-11-06,16,1000,1095
2016-11-06,17,1303,1239
2016-11-06,18,1264,1251
2016-11-06,19,553,578
2016-11-06,20,348,256
2016-11-06,21,514,488
2016-11-06,22,598,478
2016-11-06,23,508,470
2016-11-07,00,493,489
2016-11-07,01,354,340
2016-11-07,02,87,84
2016-11-07,03,205,182
2016-11-07,04,246,230
2016-11-07,05,98,94
2016-11-07,06,27,36
2016-11-07,07,210,165
2016-11-07,08,358,279
2016-11-07,09,449,430
2016-11-07,10,782,876
2016-11-07,11,769,873
2016-11-07,12,590,674
2016-11-07,13,792,895
2016-11-07,14,776,786
2016-11-07,15,819,791
2016-11-07,16,925,844
2016-11-07,17,818,853
2016-11-07,18,565,491
2016-11-07,19,288,290
2016-11-07,20,142,95
2016-11-07,21,108,108
2016-11-07,22,83,60
2016-11-07,23,38,33
2016-11-08,00,20,16
2016-11-08,01,16,12
2016-11-08,02,24,12
2016-11-08,03,19,15
2016-11-08,04,49,41
2016-11-08,05,12,10
2016-11-08,06,34,23
2016-11-08,07,214,185
2016-11-08,08,331,310
2016-11-08,09,600,584
2016-11-08,10,808,750
2016-11-08,11,814,806
2016-11-08,12,682,763
2016-11-08,13,923,964
2016-11-08,14,824,831
2016-11-08,15,864,825
2016-11-08,16,852,868
2016-11-08,17,833,860
2016-11-08,18,616,536
2016-11-08,19,321,280
2016-11-08,20,187,158
2016-11-08,21,83,97
2016-11-08,22,96,71
2016-11-08,23,49,27
2016-11-09,00,21,26
2016-11-09,01,14,7
2016-11-09,02,22,15
2016-11-09,03,14,12
2016-11-09,04,16,10
2016-11-09,05,23,17
2016-11-09,06,45,33
2016-11-09,07,193,142
2016-11-09,08,376,351
2016-11-09,09,457,509
2016-11-09,10,726,747
2016-11-09,11,795,917
2016-11-09,12,605,700
2016-11-09,13,726,775
2016-11-09,14,789,778
2016-11-09,15,880,855
2016-11-09,16,775,758
2016-11-09,17,707,669
2016-11-09,18,551,489
2016-11-09,19,329,300
2016-11-09,20,150,128
2016-11-09,21,88,100
2016-11-09,22,100,71
2016-11-09,23,59,48
2016-11-10,00,32,22
